phase,episode,reward,positions
training,75628,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,75778,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, -1, -2), (2, 0, -2), (1, 0, -2), (1, 0, -1), (1, -1, -1), (1, -2, -1), (1, -2, -2), (2, -2, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,75780,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (1, -1, -2), (1, -2, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,75833,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (3, -1, -1), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (1, -2, -1), (1, -2, -2), (2, -2, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,75837,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (1, -2, -1), (1, -2, -2), (2, -2, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,75843,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (1, -2, -1), (1, -2, -2), (2, -2, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,75844,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (1, -2, -1), (1, -2, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (2, -3, -1)]"
training,75902,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,75906,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,75915,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (2, -1, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (2, -2, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,75918,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,75986,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, 1), (2, 0, 1), (1, 0, 1), (1, -1, 1), (2, -1, 1), (2, -1, 2), (3, -1, 2), (3, -1, 1), (3, -2, 1), (2, -2, 1), (1, -2, 1)]"
training,76164,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,76165,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (1, 0, -2), (1, 0, -1), (1, -1, -1), (1, -1, -2), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,76182,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,76183,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (1, -1, -2), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,76218,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, -1, -2), (2, 0, -2), (1, 0, -2), (1, 0, -1), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -2, -3), (2, -2, -3), (2, -2, -2), (2, -2, -1), (3, -2, -1)]"
training,76230,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,76306,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,76561,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (1, 0, -2), (1, 0, -1), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,76563,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (1, 0, -2), (1, 0, -1), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,76564,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,76576,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,76577,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,76582,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,76587,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (2, -1, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,76608,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,76622,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,76624,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,76627,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,76752,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,76762,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,76796,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (1, -1, -2), (1, -2, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,76808,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -2, -2), (2, -2, -1), (3, -2, -1)]"
training,76996,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (2, -1, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,77022,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,77191,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (2, -1, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (2, -2, -2)]"
training,77269,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,77362,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,77405,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,77422,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (2, -1, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,77430,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,77437,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (2, -2, -2)]"
training,77514,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, 0, -1), (2, 0, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,77516,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,77556,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,77557,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,77600,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,77856,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 0, 1), (2, 1, 1), (1, 1, 1), (1, 0, 1), (1, -1, 1), (2, -1, 1), (2, -1, 2), (3, -1, 2), (3, -1, 1), (3, -2, 1), (2, -2, 1), (1, -2, 1)]"
training,77974,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 0, 1), (2, 1, 1), (1, 1, 1), (1, 0, 1), (1, -1, 1), (2, -1, 1), (2, -1, 2), (3, -1, 2), (3, -1, 1), (3, -2, 1), (2, -2, 1), (1, -2, 1)]"
training,77992,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,78051,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,78059,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,78090,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (1, 0, -1), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,78196,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (2, -3, -1)]"
training,78262,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (2, -1, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,78279,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
training,78281,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (1, 0, -2), (1, -1, -2), (1, -1, -1), (1, -2, -1), (1, -2, -2), (1, -3, -2), (2, -3, -2), (2, -3, -1), (2, -2, -1), (3, -2, -1)]"
